attack_id,attacktype1,attacktype1_txt,targtype1,targtype1_txt,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt
1890,5,Hostage Taking (Barricade Incident),1,Business,9,Melee,23.0,Knife or Other Sharp Object
1891,4,Hijacking,14,Private Citizens & Property,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1892,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,6,Explosives,17.0,Other Explosive Type
1893,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,6,Explosives,12.0,Remote Trigger
1894,5,Hostage Taking (Barricade Incident),8,Educational Institution,6,Explosives,15.0,Vehicle
1895,7,Facility/Infrastructure Attack,22,Violent Political Party,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
1896,5,Hostage Taking (Barricade Incident),12,NGO,6,Explosives,15.0,Vehicle
1897,2,Armed Assault,12,NGO,6,Explosives,7.0,Grenade
1898,6,Hostage Taking (Kidnapping),19,Transportation,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1899,8,Unarmed Assault,3,Police,9,Melee,22.0,"Hands, Feet, Fists"
1900,8,Unarmed Assault,14,Private Citizens & Property,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1901,5,Hostage Taking (Barricade Incident),21,Utilities,6,Explosives,13.0,Suicide (carried bodily by human being)
1902,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,8,Incendiary,18.0,Arson/Fire
1903,5,Hostage Taking (Barricade Incident),16,Telecommunication,6,Explosives,16.0,Unknown Explosive Type
1904,3,Bombing/Explosion,22,Violent Political Party,6,Explosives,28.0,Dynamite/TNT
1905,8,Unarmed Assault,8,Educational Institution,9,Melee,27.0,Unknown Weapon Type
1906,1,Assassination,10,Journalists & Media,12,Other,,Unknown
1907,8,Unarmed Assault,4,Military,9,Melee,27.0,Unknown Weapon Type
1908,1,Assassination,10,Journalists & Media,2,Chemical,1.0,Poisoning
1909,7,Facility/Infrastructure Attack,18,Tourists,5,Firearms,5.0,Unknown Gun Type
1910,5,Hostage Taking (Barricade Incident),11,Maritime,5,Firearms,5.0,Unknown Gun Type
1911,8,Unarmed Assault,21,Utilities,8,Incendiary,18.0,Arson/Fire
1912,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,7,Fake Weapons,,Unknown
1913,2,Armed Assault,10,Journalists & Media,5,Firearms,6.0,Other Gun Type
1914,5,Hostage Taking (Barricade Incident),2,Government (General),6,Explosives,17.0,Other Explosive Type
1915,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1916,8,Unarmed Assault,9,Food or Water Supply,2,Chemical,1.0,Poisoning
1917,1,Assassination,10,Journalists & Media,8,Incendiary,18.0,Arson/Fire
1918,5,Hostage Taking (Barricade Incident),22,Violent Political Party,5,Firearms,5.0,Unknown Gun Type
1919,5,Hostage Taking (Barricade Incident),3,Police,13,Unknown,,Unknown
1920,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,6,Explosives,15.0,Vehicle
1921,4,Hijacking,2,Government (General),5,Firearms,3.0,Handgun
1922,8,Unarmed Assault,12,NGO,9,Melee,27.0,Unknown Weapon Type
1923,4,Hijacking,14,Private Citizens & Property,6,Explosives,17.0,Other Explosive Type
1924,5,Hostage Taking (Barricade Incident),7,Government (Diplomatic),6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1925,1,Assassination,2,Government (General),8,Incendiary,18.0,Arson/Fire
1926,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,9,Melee,26.0,Suffocation
1927,7,Facility/Infrastructure Attack,8,Educational Institution,9,Melee,23.0,Knife or Other Sharp Object
1928,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,9,Melee,24.0,Rope or Other Strangling Device
1929,7,Facility/Infrastructure Attack,2,Government (General),2,Chemical,,Unknown
1930,5,Hostage Taking (Barricade Incident),13,Other,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1931,5,Hostage Taking (Barricade Incident),15,Religious Figures/Institutions,9,Melee,23.0,Knife or Other Sharp Object
1932,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,6,Explosives,15.0,Vehicle
1933,4,Hijacking,14,Private Citizens & Property,9,Melee,23.0,Knife or Other Sharp Object
1934,2,Armed Assault,14,Private Citizens & Property,6,Explosives,31.0,Pipe Bomb
1935,6,Hostage Taking (Kidnapping),20,Unknown,6,Explosives,8.0,Landmine
1936,8,Unarmed Assault,1,Business,8,Incendiary,20.0,Gasoline or Alcohol
1937,5,Hostage Taking (Barricade Incident),19,Transportation,9,Melee,22.0,"Hands, Feet, Fists"
1938,1,Assassination,10,Journalists & Media,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1939,8,Unarmed Assault,10,Journalists & Media,8,Incendiary,18.0,Arson/Fire
1940,8,Unarmed Assault,18,Tourists,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1941,1,Assassination,10,Journalists & Media,9,Melee,22.0,"Hands, Feet, Fists"
1942,1,Assassination,17,Terrorists/Non-State Militia,8,Incendiary,18.0,Arson/Fire
1943,2,Armed Assault,4,Military,6,Explosives,13.0,Suicide (carried bodily by human being)
1944,3,Bombing/Explosion,18,Tourists,6,Explosives,29.0,Sticky Bomb
1945,8,Unarmed Assault,4,Military,9,Melee,26.0,Suffocation
1946,1,Assassination,22,Violent Political Party,8,Incendiary,20.0,Gasoline or Alcohol
1947,6,Hostage Taking (Kidnapping),22,Violent Political Party,12,Other,,Unknown
1948,6,Hostage Taking (Kidnapping),8,Educational Institution,9,Melee,22.0,"Hands, Feet, Fists"
1949,2,Armed Assault,17,Terrorists/Non-State Militia,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1950,4,Hijacking,14,Private Citizens & Property,8,Incendiary,20.0,Gasoline or Alcohol
1951,5,Hostage Taking (Barricade Incident),3,Police,6,Explosives,17.0,Other Explosive Type
1952,1,Assassination,8,Educational Institution,6,Explosives,29.0,Sticky Bomb
1953,3,Bombing/Explosion,6,Airports & Aircraft,6,Explosives,29.0,Sticky Bomb
1954,8,Unarmed Assault,12,NGO,2,Chemical,,Unknown
1955,8,Unarmed Assault,7,Government (Diplomatic),8,Incendiary,18.0,Arson/Fire
1956,6,Hostage Taking (Kidnapping),4,Military,9,Melee,26.0,Suffocation
1957,6,Hostage Taking (Kidnapping),7,Government (Diplomatic),9,Melee,27.0,Unknown Weapon Type
1958,4,Hijacking,3,Police,6,Explosives,8.0,Landmine
1959,2,Armed Assault,8,Educational Institution,5,Firearms,6.0,Other Gun Type
1960,6,Hostage Taking (Kidnapping),3,Police,2,Chemical,,Unknown
1961,7,Facility/Infrastructure Attack,18,Tourists,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1962,2,Armed Assault,14,Private Citizens & Property,12,Other,,Unknown
1963,8,Unarmed Assault,15,Religious Figures/Institutions,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1964,8,Unarmed Assault,11,Maritime,9,Melee,21.0,Blunt Object
1965,1,Assassination,3,Police,6,Explosives,10.0,Pressure Trigger
1966,8,Unarmed Assault,15,Religious Figures/Institutions,2,Chemical,1.0,Poisoning
1967,7,Facility/Infrastructure Attack,9,Food or Water Supply,11,Sabotage Equipment,,Unknown
1968,4,Hijacking,8,Educational Institution,9,Melee,24.0,Rope or Other Strangling Device
1969,3,Bombing/Explosion,13,Other,6,Explosives,29.0,Sticky Bomb
1970,8,Unarmed Assault,19,Transportation,8,Incendiary,20.0,Gasoline or Alcohol
1971,6,Hostage Taking (Kidnapping),8,Educational Institution,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1972,8,Unarmed Assault,4,Military,12,Other,,Unknown
1973,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,10.0,Pressure Trigger
1974,2,Armed Assault,15,Religious Figures/Institutions,6,Explosives,13.0,Suicide (carried bodily by human being)
1975,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,9,Melee,,Unknown
1976,5,Hostage Taking (Barricade Incident),7,Government (Diplomatic),9,Melee,27.0,Unknown Weapon Type
1977,1,Assassination,22,Violent Political Party,5,Firearms,6.0,Other Gun Type
1978,4,Hijacking,8,Educational Institution,8,Incendiary,20.0,Gasoline or Alcohol
1979,6,Hostage Taking (Kidnapping),22,Violent Political Party,6,Explosives,28.0,Dynamite/TNT
1980,8,Unarmed Assault,6,Airports & Aircraft,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1981,2,Armed Assault,20,Unknown,8,Incendiary,18.0,Arson/Fire
1982,3,Bombing/Explosion,18,Tourists,6,Explosives,12.0,Remote Trigger
1983,5,Hostage Taking (Barricade Incident),9,Food or Water Supply,5,Firearms,5.0,Unknown Gun Type
1984,1,Assassination,4,Military,6,Explosives,14.0,Time Fuse
1985,6,Hostage Taking (Kidnapping),19,Transportation,6,Explosives,17.0,Other Explosive Type
1986,2,Armed Assault,14,Private Citizens & Property,6,Explosives,13.0,Suicide (carried bodily by human being)
1987,8,Unarmed Assault,16,Telecommunication,9,Melee,21.0,Blunt Object
1988,5,Hostage Taking (Barricade Incident),10,Journalists & Media,9,Melee,21.0,Blunt Object
1989,6,Hostage Taking (Kidnapping),15,Religious Figures/Institutions,9,Melee,27.0,Unknown Weapon Type
1990,1,Assassination,16,Telecommunication,6,Explosives,29.0,Sticky Bomb
1991,4,Hijacking,15,Religious Figures/Institutions,5,Firearms,5.0,Unknown Gun Type
1992,8,Unarmed Assault,4,Military,9,Melee,24.0,Rope or Other Strangling Device
1993,2,Armed Assault,12,NGO,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1994,6,Hostage Taking (Kidnapping),11,Maritime,9,Melee,23.0,Knife or Other Sharp Object
1995,6,Hostage Taking (Kidnapping),1,Business,9,Melee,27.0,Unknown Weapon Type
1996,5,Hostage Taking (Barricade Incident),2,Government (General),8,Incendiary,20.0,Gasoline or Alcohol
1997,2,Armed Assault,20,Unknown,6,Explosives,13.0,Suicide (carried bodily by human being)
1998,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,28.0,Dynamite/TNT
1999,6,Hostage Taking (Kidnapping),15,Religious Figures/Institutions,8,Incendiary,18.0,Arson/Fire
2000,4,Hijacking,1,Business,5,Firearms,6.0,Other Gun Type
2001,5,Hostage Taking (Barricade Incident),12,NGO,5,Firearms,2.0,Automatic or Semi-Automatic Rifle
2002,8,Unarmed Assault,19,Transportation,8,Incendiary,18.0,Arson/Fire
2003,2,Armed Assault,1,Business,12,Other,,Unknown
2004,7,Facility/Infrastructure Attack,11,Maritime,8,Incendiary,20.0,Gasoline or Alcohol
2005,2,Armed Assault,2,Government (General),6,Explosives,28.0,Dynamite/TNT
2006,1,Assassination,14,Private Citizens & Property,6,Explosives,31.0,Pipe Bomb
